firstName,lastName,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,status,active,statsperform_id,opta_id,stats_id,placeOfBirth,height,foot,weight
Sambou,Sissoko,S. Sissoko,Mali,d0v29nncgikdswlxpdq553zz,Midfielder,player,6/29/2000,Mali,d0v29nncgikdswlxpdq553zz,20,active,yes,1wkcr4473tca3yl1suywrwyne,476500,1168189,,181,right,
Amadu,Jalloh,A. Jalloh,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,10/2/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,yes,2skg09lfknfpmgitqw1pkpg5w,521040,1257691,,180,right,
Marko,Ilić,M. Ilić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2/3/1998,Serbia,5w4ve503bjdsshwx9ho6jxzx0,31,active,yes,2unnytu55d7lvws7h3r86yhud,228938,975929,Novi Sad,191,right,81
Abdul Jeleel,Ajagun,A. Ajagun,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2/10/1993,Nigeria,63pvdwrsiq5b07mzi8igqei9p,8,active,no,2zhhnwe130gawq5wcfxesn6j9,171175,604562,Port Harcourt,168,right,65
Terem Igobor,Moffi,T. Moffi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,5/25/1999,Nigeria,63pvdwrsiq5b07mzi8igqei9p,20,active,no,33jtnv5kyzyw1it7y9czhn4a2,438398,1208809,,188,left,87
Imoh,Ezekiel,I. Ezekiel,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,10/24/1993,Nigeria,63pvdwrsiq5b07mzi8igqei9p,39,active,no,463h98298r9oygs8f3emx1zv9,111926,649242,Lagos,178,right,70
Brendan Daniel,Hines-Ike,B. Hines-Ike,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,11/30/1994,USA,7hr2f89v44y65dyu9k92vprwn,3,active,no,4rrcs72owauveldlz4o1fwgyx,220448,913198,Denver,185,right,77
Pape Habib,Guèye,H. Guèye,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,9/20/1999,Senegal,6hhqyhr5cwq2pfprlazyposyk,17,active,yes,6437iwpplyfh71o9b7uxdylii,250698,974137,,188,left,84
Teddy Étienne,Chevalier,T. Chevalier,France,7gww28djs405rfga69smki84o,Attacker,player,6/28/1987,France,7gww28djs405rfga69smki84o,34,active,yes,6bwdeulsld9d0ylx6o66478wl,47128,510328,Denain,178,right,77
Kristof,D'Haene,K. D'Haene,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,6/6/1990,Belgium,4wbzjcclyefma1ourvjsu4q2j,30,active,yes,6vh5n14h1knmx7yut84q2f2l1,85698,514998,Kortrijk,168,left,63
Timothy,Derijck,T. Derijck,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,5/25/1987,Belgium,4wbzjcclyefma1ourvjsu4q2j,76,active,yes,6w1hily3yj7vvidhhgi4fqdat,39198,348280,Liedekerke,185,right,82
Yani,Van Den Bossche,Y. Van Den Bossche,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,6/1/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,37,active,yes,7uy5ae5jzu6pdbcirr2rxqh3o,511124,1229633,,,right,
Trent Lucas,Sainsbury,T. Sainsbury,Australia,u5ieemi69z72c3bgczyy68lo,Defender,player,1/5/1992,Australia,u5ieemi69z72c3bgczyy68lo,5,active,yes,7uy6rxz45508tkxjk1p45smad,102909,569848,Perth,183,right,76
Faïz,Selemani,F. Selemani,Comoros,40fy8dkxp9lwfufwmbnctzlz6,Attacker,player,11/14/1993,France,7gww28djs405rfga69smki84o,10,active,yes,8b95khn8h8qz3y4u4coajs5at,202967,899892,Marseille,182,right,65
Yevhen,Oleksandrovych Makarenko,Y. Makarenko,Ukraine,315w6fk6umfzf4qvba3t55u61,Midfielder,player,5/21/1991,Ukraine,315w6fk6umfzf4qvba3t55u61,25,active,no,8orriuewsbzajasuw627i3glx,120168,789983,Kyiv,186,left,82
Lucas,Maus,L. Maus,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,6/9/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,22,active,no,96bpa2gd6sng4i2j0gn3xdkic,512097,1232710,,,,
Loïc,Ritière,L. Ritière,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,7/25/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,41,active,no,98bdsoex20hwb82iwjymzm6ms,511123,1229632,,,,
Julien Ariel,De Sart,J. De Sart,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,12/23/1994,Belgium,4wbzjcclyefma1ourvjsu4q2j,23,active,no,99tf4co0pm09ayca13ma3lql1,169535,649428,Waremme,187,right,72
Luqman Hakim,Shamsudin,Luqman Hakim Shamsudin,Malaysia,2nkhuc4d9vq5llknmxpa0wbhy,Attacker,player,3/5/2002,Malaysia,2nkhuc4d9vq5llknmxpa0wbhy,9,active,yes,9in1wztygowwkx5jwvt0zv6l0,518347,1251093,Kota Bharu,170,right,
Petar,Golubović,P. Golubović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,7/13/1994,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2,active,no,9w68g0qmdj02qbzo3yai42f2t,175363,817489,Beograd,185,right,78
Michiel,Jonckheere,M. Jonckheere,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1/3/1990,Belgium,4wbzjcclyefma1ourvjsu4q2j,27,active,yes,acnqs0gs1c2ocy3tu49yc8fkl,166490,346962,Ostend,180,left,66
Gilles,Dewaele,G. Dewaele,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2/13/1996,Belgium,4wbzjcclyefma1ourvjsu4q2j,4,active,yes,ai0yljs83kdpaa6r7ri0048np,166074,751077,Knokke,182,right,72
Lucas,Rougeaux,L. Rougeaux,France,7gww28djs405rfga69smki84o,Defender,player,3/10/1994,France,7gww28djs405rfga69smki84o,6,active,yes,br0mb35zm09lq1vdmicmile51,115363,726056,Grasse,185,right,87
Adam,Jakubech,A. Jakubech,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1/2/1997,Slovakia,7dybe8679n9bgyrcxi383pq3y,1,active,no,c1fcxha3l058brl1925muv2l1,210932,969383,Presov,188,right,85
Ilombé,Mboyo,I. Mboyo,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,4/22/1987,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,7,active,yes,cq2w5qpzkahq41pc7ux5nm02d,58996,488592,Kinshasa,190,right,87
Eric,Ocansey,E. Ocansey,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,8/22/1997,Ghana,2q2sw72utw5gu9t5y4knckwba,51,active,yes,dfybdfckp2nl7mp411gkh44ix,229280,921988,Tema,173,left,66
Muhammed,Badamosi,M. Badamosi,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,12/27/1997,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,19,active,yes,e2i71o4lswt279gsnw28oplre,481047,1085871,,198,right,
Maxim,Deman,M. Deman,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,10/23/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,16,active,yes,eczyz1c2lgqelhp13xiqb0vhm,483386,1165634,,194,,82
Aleksandar,Radovanović,A. Radovanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,11/11/1993,Serbia,5w4ve503bjdsshwx9ho6jxzx0,66,active,yes,ezb815xw3yx3r3ey51zovop91,230801,1122629,Šabac,189,left,83
Victor Christoffer,Wernersson,V. Wernersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,7/6/1995,Sweden,1z6l2c33w2kyz9rdefs1d68nb,26,active,no,1olyaqfnnl0sb4vsfxyi7j2z9,189743,831843,Malmö,180,both,69
Gaëtan,Coucke,G. Coucke,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,11/3/1998,Belgium,4wbzjcclyefma1ourvjsu4q2j,1,active,yes,1psqmd0h77b385bljq2emftgp,218222,897270,Tongeren,187,right,83
Rob,Schoofs,R. Schoofs,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,3/23/1994,Belgium,4wbzjcclyefma1ourvjsu4q2j,16,active,yes,25ey2mcvgwz6ls2612os5hzv9,88719,567878,Herk-de-Stad,178,left,69
Issa,Kaboré,I. Kaboré,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Defender,player,5/12/2001,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,29,active,no,2p70qo9oxplufwnhlrl2b8v3e,476369,1194294,Bobo-Dioulasso,180,right,
Dopanga Loockman Trova,Boni,T. Boni,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Midfielder,player,12/21/1999,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,17,active,no,2q0jf9tpxz7pejfeiziy08b56,442800,1097213,,185,,84
Marian,Shved,M. Shved,Ukraine,315w6fk6umfzf4qvba3t55u61,Attacker,player,7/16/1997,Ukraine,315w6fk6umfzf4qvba3t55u61,35,active,no,2xixqrmorz1hetvdm4sszxp7t,205605,921630,Mykolaiv,171,left,63
Senne,Carleer,S. Carleer,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2/25/2003,Belgium,4wbzjcclyefma1ourvjsu4q2j,31,active,no,32b7jrwwirthaqs80pcpnoahg,519332,1252646,,,,
Steven Arnold,Defour,S. Defour,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,4/15/1988,Belgium,4wbzjcclyefma1ourvjsu4q2j,88,active,no,356hlyxmm0xoknzmoxfu2frv9,39847,347218,Mechelen,173,right,65
Geoffry,Hairemans,G. Hairemans,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,10/21/1991,Belgium,4wbzjcclyefma1ourvjsu4q2j,7,active,yes,3eywxsna9qzi1egis1uj4l6mt,80759,537513,Antwerp,183,left,64
Abdallah Kerim,Mrabti,K. Mrabti,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,5/20/1994,Sweden,1z6l2c33w2kyz9rdefs1d68nb,19,active,yes,3q5uylbjjiaoj3mn2l7p93jyt,158006,868361,,175,both,75
Ferdy,Druijf,F. Druijf,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2/12/1998,Netherlands,6hzi5pltnz67q4la8yli9qfv6,9,active,yes,3xckq9ri2ds7uh0cwihiwahux,204636,952707,,190,right,86
Sheldon Michael Louis,Bateau,S. Bateau,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,Defender,player,1/29/1991,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,4,active,yes,3z982g6djrv6piwca4gm91ln9,77950,582802,Port of Spain,186,right,85
Sandy,Walsh,S. Walsh,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,3/14/1995,Belgium,4wbzjcclyefma1ourvjsu4q2j,5,active,yes,4kuxth5k98x4cgfrfweu1u51,104658,605192,Brussel,185,right,73
Niklo,Dailly,N. Dailly,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,11/6/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,21,active,yes,4qvf8tffqwt7cxwgpri3kpk6i,509256,1227899,,,,
Jordi,Vanlerberghe,J. Vanlerberghe,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,6/27/1996,Belgium,4wbzjcclyefma1ourvjsu4q2j,30,active,yes,56sjqxlsf5iitgww0hogez8ph,137988,716985,,189,right,75
Igor Alberto,Rinck de Camargo,I. de Camargo,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,5/12/1983,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,10,active,yes,594fy1301qdxdc7bt8otg3v85,14532,347227,Porto Velho,187,right,85
Gustav Per Fredrik,Engvall,G. Engvall,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,4/29/1996,Sweden,1z6l2c33w2kyz9rdefs1d68nb,20,active,yes,5gzobg231vp6fnjrrh6k49qz9,160790,736006,Kalmar,185,right,85
Aster Jan,Vranckx,A. Vranckx,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,10/4/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,40,active,no,72vim7cq99zdjjwivwtr773vu,487675,1176929,Erps-Kwerps,183,both,78
Bas,Van den Eynden,B. Van den Eynden,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1/7/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,37,active,yes,7e0cr2upqlgq4btrm3h99bpey,509255,1229602,,,,
Thibault,Peyre,T. Peyre,France,7gww28djs405rfga69smki84o,Defender,player,10/3/1992,France,7gww28djs405rfga69smki84o,23,active,yes,92x3r5pxmvkgaxups0gdrvq39,124082,696484,Martigues,184,right,75
Joachim,Van Damme,J. Van Damme,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,7/23/1991,Belgium,4wbzjcclyefma1ourvjsu4q2j,13,active,yes,98u3aeikqsaij826di974xh3p,120961,601417,,195,right,94
Nikola,Storm,N. Storm,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,9/30/1994,Belgium,4wbzjcclyefma1ourvjsu4q2j,11,active,yes,9aafa664l1husrkrgqv25l42d,176277,741121,Maldegem,178,right,74
Onur,Kaya,O. Kaya,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,4/20/1986,Belgium,4wbzjcclyefma1ourvjsu4q2j,8,active,yes,9ooubx5x2tsmxyncp7wqqxwid,39069,348304,Brussel,167,right,69
Arno,Valkenaers,A. Valkenaers,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,11/3/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,28,active,no,9r99ipz8boaxw3a0twm9b2ajt,471677,1154963,,186,,75
Maxime Kali,Wenssens,M. Wenssens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,11/17/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,32,active,yes,b635b2qa94pla60s53ql22356,466520,1128828,,191,right,
Sofiane,Bouzian Hassan,S. Bouzian,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,7/13/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,12,active,no,bp3azvnjft8gh2di10rax58bu,471678,1154962,,184,,79
Yannick,Thoelen,Y. Thoelen,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,7/18/1990,Belgium,4wbzjcclyefma1ourvjsu4q2j,15,active,yes,calut2wcnvfps97uj7dartf4l,54006,459599,Tessenderlo,188,right,81
Siemen,Voet,S. Voet,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2/3/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,14,active,no,czlv3j3qotjfr6z77midggeeh,465753,1156344,,,left,
Jules,Van Cleemput,J. Van Cleemput,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,4/11/1997,Belgium,4wbzjcclyefma1ourvjsu4q2j,4,active,yes,dbtjmpfrscwqv0xvqk3krqa5l,213649,881114,,183,,73
Lucas,Bijker,L. Bijker,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,3/4/1993,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,3,active,yes,dsl7qkp6ndxky3lq89liw7yz9,88886,567178,São Paulo,174,left,77
Dylan,Dassy,D. Dassy,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,1/18/2003,Belgium,4wbzjcclyefma1ourvjsu4q2j,22,active,yes,eaaxvzqox27ea3u2j9d6gcd90,530799,1271126,,,,
Lars,Coveliers,L. Coveliers,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,10/20/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,18,active,no,eo1n9h0jpuhiyz7vjzfyv52ei,487677,1175431,,177,right,72
William,Togui,W. Togui,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,8/7/1996,Côte d'Ivoire,tin6kf561ywonqan0mettr98,,active,no,f47nngca8i5bwmm1ppbzbvbe2,471681,849792,,181,right,81
Maxime Vincent,D'Arpino,M. D'Arpino,France,7gww28djs405rfga69smki84o,Midfielder,player,6/17/1996,France,7gww28djs405rfga69smki84o,6,active,yes,13gl8a9xwpzphph88xleav07p,213400,752504,Villeurbanne,175,right,62
Andrew,Hjulsager,A. Hjulsager,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1/15/1995,Denmark,5adf60vwiw2f2mibyq1k4ex7i,17,active,no,1d2fpmtdglpqwyhnc657n77it,166973,743228,Amager,175,right,73
Jordy,Schelfhout,J. Schelfhout,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1/19/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,94,active,yes,1leek57meu5ud379ll63mzdre,488366,1175436,,184,left,
Makhtar,Gueye,M. Gueye,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,12/4/1997,Senegal,6hhqyhr5cwq2pfprlazyposyk,7,active,yes,28mpvdhcf5jycnaj5kxsdu1yi,462425,1131293,,195,right,90
Anton Willy,Tanghe,A. Tanghe,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,1/28/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,33,active,yes,2hj88r72bbwnhqx12tv13jmqx,465713,1156366,Roeselare,194,right,
Mohamed,Berte,M. Berte,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2/11/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,91,active,yes,3are60mt98ibeazgcyjvuy7tg,539197,1285604,,,,
Théo Ndicka,Matam,T. Matam,France,7gww28djs405rfga69smki84o,Defender,player,4/20/2000,France,7gww28djs405rfga69smki84o,20,active,yes,3m13ipluel0m6cotha7n7vrop,466040,1103866,Avallon,169,left,
Mamadou Khady,Thiam,M. Thiam,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,3/20/1995,Senegal,6hhqyhr5cwq2pfprlazyposyk,19,active,no,56bsesp7qter2xdjo8knrdy39,208747,871798,Aubervilliers,179,right,75
Nick,Bätzner,N. Bätzner,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,3/15/2000,Germany,36min0qztu8eydwvpv8t1is0m,34,active,yes,58qrdtv5emnvcojqkmnpx5ffu,510924,1107910,,170,right,
Ari Freyr,Skúlason,A. Skúlason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,5/14/1987,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23,active,no,5aoxw7yh8oupho0wx6pcndlg5,48674,493139,Reykjavík,170,both,65
Robbie,D'Haese,R. D'Haese,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2/25/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,29,active,yes,5ghjnuqhf7kvbwqlo8jqv0bqi,430857,1061319,,180,right,
Junior Fashion,Sakala,F. Sakala,Zambia,2dlu3zrfid7nl6ppmb04hjgot,Attacker,player,3/14/1997,Zambia,2dlu3zrfid7nl6ppmb04hjgot,10,active,no,5p8y1fedi7alsnrdwg7lmw99l,422685,973049,Chipata,178,right,72
Frederik,Jäkel,F. Jäkel,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,3/7/2001,Germany,36min0qztu8eydwvpv8t1is0m,15,active,yes,5wpoqeo6z9ej9nx92h207ozu2,486516,1060788,Dommitzsch,193,right,
Manuel,Osifo,M. Osifo,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,7/31/2003,Belgium,4wbzjcclyefma1ourvjsu4q2j,92,active,yes,6y2s58f539ax7s9np2jao0tn8,539198,1285605,,,,
Sindrit,Guri,S. Guri,Albania,17zsm8shejejls2on1ffil3op,Attacker,player,10/23/1993,Albania,17zsm8shejejls2on1ffil3op,9,active,no,7lp4fyirbqyp5cqe13ytjvlcl,114968,1096876,Shkodër,189,right,
Evangelos,Patoulidis,E. Patoulidis,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,9/24/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,24,active,yes,8g5ms6uacdkgfcbxt4crlr4ve,460711,971238,,176,left,
Arthur Nicolas,Theate,A. Theate,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,5/25/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,5,active,yes,8qlz4omhgfnzyb2cgeou7xn56,465189,973617,,,left,
Cameron Alexander,McGeehan,C. McGeehan,Northern Ireland,5euslv7jutsauoqt3o2lj9bvi,Midfielder,player,4/6/1995,England,1fk5l4hkqk12i7zske6mcqju6,18,active,yes,92ajo8iiqwlmjwndtf7yt6l05,156706,814543,Kingston-upon-Thames,180,right,71
Marvin,Dewaele,M. Dewaele,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,1/13/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,12,active,no,92avpf3vyquraeijvpn3qjehg,523798,1265344,,181,right,73
Guillaume,Hubert,G. Hubert,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1/11/1994,Belgium,4wbzjcclyefma1ourvjsu4q2j,28,active,yes,99eumu17h5sxriw5vfczvdb6d,103730,606868,Charleroi,198,right,88
Jack,Hendry,J. Hendry,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Defender,player,5/7/1995,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,4,active,no,9ajh8tm9rl0i2sa09c9dfu0h5,194203,871279,Glasgow,194,right,86
Bram,Castro,B. Castro,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,9/30/1982,Belgium,4wbzjcclyefma1ourvjsu4q2j,99,active,no,ah66pqor8g88o2wuk5pta7bo5,39223,348352,Hasselt,191,right,88
Jorben,Vanhulle,J. Vanhulle,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,3/9/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,73,active,no,bhg7tnihoxgr6arwdc7ey5lhw,517678,1250102,Brugge,181,left,
Marko,Kvasina,M. Kvasina,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,12/20/1996,Austria,hcs1bd49qliqqity6o268jyt,21,active,yes,by7hjiqxbh17o7xdwjjzhi1g5,173237,794887,Wien,195,right,79
Jelle,Bataille,J. Bataille,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,5/20/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,25,active,no,cyh16toqa9wxmxepg635ecgve,430854,1061321,,175,right,
Brecht,Capon,B. Capon,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,4/22/1988,Belgium,4wbzjcclyefma1ourvjsu4q2j,27,active,yes,czsmg1hjqbmzhz8x91y3b0yc5,54975,356560,Oostende,179,right,69
François,Marquet,F. Marquet,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,4/17/1995,Belgium,4wbzjcclyefma1ourvjsu4q2j,8,active,no,dxu9fiw4ob6o9083sb7nqc3x1,161485,734228,Theux,173,right,70
Joseph Fabrice,Ondoa Ebogo,F. Ondoa,Cameroon,4eb9feio6u267dd1jcwaf38mt,Goalkeeper,player,12/24/1995,Cameroon,4eb9feio6u267dd1jcwaf38mt,1,active,no,e6yimxqgm9yn77wiukcyfrzrp,156276,727685,Yaoundé,185,right,87
Toby Peter,Sibbick,T. Sibbick,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,5/23/1999,England,1fk5l4hkqk12i7zske6mcqju6,2,active,no,emglo360rdevds650u33d2odl,246148,956934,London,183,right,69
Kévin,Vandendriessche,K. Vandendriessche,France,7gww28djs405rfga69smki84o,Midfielder,player,8/7/1989,France,7gww28djs405rfga69smki84o,26,active,no,esrwjtmubaz21j01ndpollrrp,92923,733561,Lesquin,183,right,74
Indy,Boonen,I. Boonen,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1/4/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,11,active,yes,mzrka1w28qc7vgr5xmcngqg9,218021,1103003,,177,left,
Kéres Angelau,Masangu,K. Masangu,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,3/7/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,19,active,no,11ys1gz739c2d1erzx21t91ih,428232,1096282,Antwerp,185,right,76
Ismaila Cheick,Coulibaly,I. Coulibaly,Mali,d0v29nncgikdswlxpdq553zz,Midfielder,player,12/25/2000,Mali,d0v29nncgikdswlxpdq553zz,28,active,yes,1ku51ad7aer41602idu5pkeay,476938,973331,,183,right,
Felipe Micael,Tenorio Menezes,Felipe Micael,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,7/3/2001,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,99,active,yes,1q8bgmc3z26bc40urvthh206i,502543,1229701,Catanduva,178,left,
David,Mukuna-Trouet,D. Mukuna-Trouet,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,10/2/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,38,active,yes,20z6wexg4cexccgiyxfk45zbo,518139,1250103,,192,,
George,Broadbent,G. Broadbent,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,9/30/2000,England,1fk5l4hkqk12i7zske6mcqju6,21,active,no,2ho1w4025bufgc3ecmf5tm7l5,232923,1113312,,188,right,
Baptiste,Aloé,B. Aloé,France,7gww28djs405rfga69smki84o,Defender,player,6/29/1994,France,7gww28djs405rfga69smki84o,,active,no,3a8n9mird5lpwgsr7vjqm3glx,107259,655469,La Ciotat,184,right,77
Abdoulie,Sanyang,A. Sanyang,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,5/8/1999,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,22,active,yes,3pmxeo3dvepq6a1s6dxvjeoh6,463677,1229700,Serekunda,172,left,
Alexander,Maes,A. Maes,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,3/26/1992,Belgium,4wbzjcclyefma1ourvjsu4q2j,26,active,no,4d67b2tzcgf68aqu83j5vimdx,123452,614194,Genk,,,
Isaac,Matondo Kwanzambi,I. Kwanzambi,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,4/24/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,37,active,no,509rbo06htw5iwjqwnqc8x59l,506724,1233041,,,,
Loris,Brogno,L. Brogno,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,9/18/1992,Belgium,4wbzjcclyefma1ourvjsu4q2j,92,active,no,5cgscu60m3rryk4ysh2fisx5h,111673,593009,Charleroi,175,left,70
Senne,Ceulemans,S. Ceulemans,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,3/13/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,36,active,no,5ereou355ykyhk6j7lud22wb8,436684,1252607,,178,,
Denis,Prychynenko,D. Prychynenko,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,2/17/1992,Germany,36min0qztu8eydwvpv8t1is0m,3,active,no,5ro91qe7w0ll19h89xrwoslp1,94735,589629,Potsdam,189,right,82
Blessing Chibukie,Eleke,B. Eleke,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,3/5/1996,Nigeria,63pvdwrsiq5b07mzi8igqei9p,7,active,yes,5uc3dgv6xwkc7tr8k9d2ooiqd,205590,1102488,Aba,190,right,88
